Thread ID, Time, Message Type,n,r,k,case
Thread ID: 41, Time: 11:39:52:198 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 17, Time: 11:39:52:354 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 12, Time: 11:39:52:373 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 1, Time: 11:39:52:390 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 10, Time: 11:39:52:401 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 26, Time: 11:39:52:416 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 27, Time: 11:39:52:427 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 23, Time: 11:39:52:440 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 20, Time: 11:39:52:454 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 50, Time: 11:39:52:467 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 11, Time: 11:39:52:477 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 5, Time: 11:39:52:489 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 39, Time: 11:39:52:503 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 3, Time: 11:39:52:513 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 30, Time: 11:39:52:526 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 6, Time: 11:39:52:541 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 38, Time: 11:39:52:554 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 14, Time: 11:39:52:569 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 28, Time: 11:39:52:584 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 35, Time: 11:39:52:676 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 31, Time: 11:39:52:707 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 34, Time: 11:39:52:723 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 8, Time: 11:39:52:746 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 19, Time: 11:39:52:760 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 15, Time: 11:39:52:771 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 32, Time: 11:39:52:784 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 18, Time: 11:39:52:792 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 63, Time: 11:39:52:804 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 45, Time: 11:39:52:814 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 43, Time: 11:39:52:824 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 25, Time: 11:39:52:836 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 4, Time: 11:39:52:843 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 2, Time: 11:39:52:856 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 56, Time: 11:39:52:868 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 21, Time: 11:39:52:876 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 13, Time: 11:39:52:890 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 49, Time: 11:39:52:902 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 54, Time: 11:39:52:912 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 7, Time: 11:39:52:924 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 24, Time: 11:39:52:937 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 16, Time: 11:39:52:951 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 46, Time: 11:39:52:959 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 36, Time: 11:39:52:972 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 42, Time: 11:39:52:985 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 33, Time: 11:39:52:997 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 9, Time: 11:39:53:009 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 37, Time: 11:39:53:021 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 60, Time: 11:39:53:035 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 22, Time: 11:39:53:044 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 51, Time: 11:39:53:057 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 48, Time: 11:39:53:072 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 58, Time: 11:39:53:087 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 59, Time: 11:39:53:098 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 29, Time: 11:39:53:109 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 57, Time: 11:39:53:123 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 47, Time: 11:39:53:137 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 52, Time: 11:39:53:148 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 53, Time: 11:39:53:158 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 40, Time: 11:39:53:171 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 61, Time: 11:39:53:182 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 44, Time: 11:39:53:192 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 64, Time: 11:39:53:207 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 55, Time: 11:39:53:220 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 17, Time: 11:39:53:228 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 62, Time: 11:39:53:237 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 41, Time: 11:39:53:247 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 12, Time: 11:39:53:255 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 1, Time: 11:39:53:266 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 10, Time: 11:39:53:274 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 26, Time: 11:39:53:286 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 27, Time: 11:39:53:297 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 23, Time: 11:39:53:307 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 20, Time: 11:39:53:319 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 50, Time: 11:39:53:327 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 11, Time: 11:39:53:338 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 5, Time: 11:39:53:348 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 39, Time: 11:39:53:358 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 3, Time: 11:39:53:371 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 30, Time: 11:39:53:381 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 6, Time: 11:39:53:391 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 38, Time: 11:39:53:403 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 14, Time: 11:39:53:414 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 28, Time: 11:39:53:424 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 35, Time: 11:39:53:437 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 31, Time: 11:39:53:449 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 34, Time: 11:39:53:459 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 8, Time: 11:39:53:471 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 19, Time: 11:39:53:482 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 15, Time: 11:39:53:491 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 32, Time: 11:39:53:503 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 18, Time: 11:39:53:514 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 63, Time: 11:39:53:522 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 45, Time: 11:39:53:533 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 43, Time: 11:39:53:542 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 25, Time: 11:39:53:553 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 4, Time: 11:39:53:562 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 2, Time: 11:39:53:573 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 56, Time: 11:39:53:580 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 21, Time: 11:39:53:590 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 13, Time: 11:39:53:602 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 49, Time: 11:39:53:610 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 54, Time: 11:39:53:622 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 7, Time: 11:39:53:632 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 24, Time: 11:39:53:640 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 16, Time: 11:39:53:651 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 46, Time: 11:39:53:658 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 36, Time: 11:39:53:670 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 42, Time: 11:39:53:680 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 33, Time: 11:39:53:691 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 9, Time: 11:39:53:703 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 37, Time: 11:39:53:711 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 60, Time: 11:39:53:722 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 22, Time: 11:39:53:734 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 51, Time: 11:39:53:741 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 48, Time: 11:39:53:754 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 58, Time: 11:39:53:764 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 59, Time: 11:39:53:774 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 29, Time: 11:39:53:788 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 57, Time: 11:39:53:801 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 47, Time: 11:39:53:809 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 52, Time: 11:39:53:822 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 53, Time: 11:39:53:834 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 40, Time: 11:39:53:843 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 61, Time: 11:39:53:854 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 44, Time: 11:39:53:866 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 64, Time: 11:39:53:874 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 55, Time: 11:39:53:887 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 17, Time: 11:39:53:898 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 62, Time: 11:39:53:907 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 41, Time: 11:39:53:920 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 12, Time: 11:39:53:927 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 1, Time: 11:39:53:939 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 10, Time: 11:39:53:953 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 26, Time: 11:39:53:966 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 27, Time: 11:39:53:976 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 23, Time: 11:39:53:988 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 20, Time: 11:39:54:005 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 50, Time: 11:39:54:020 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 11, Time: 11:39:54:031 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 5, Time: 11:39:54:041 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 39, Time: 11:39:54:054 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 3, Time: 11:39:54:063 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 30, Time: 11:39:54:074 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 6, Time: 11:39:54:087 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 38, Time: 11:39:54:093 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 14, Time: 11:39:54:104 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 28, Time: 11:39:54:114 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 35, Time: 11:39:54:123 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 31, Time: 11:39:54:135 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 34, Time: 11:39:54:143 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 8, Time: 11:39:54:153 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 19, Time: 11:39:54:161 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 15, Time: 11:39:54:171 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 32, Time: 11:39:54:181 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 18, Time: 11:39:54:189 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 63, Time: 11:39:54:201 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 45, Time: 11:39:54:209 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 43, Time: 11:39:54:222 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 25, Time: 11:39:54:234 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 4, Time: 11:39:54:241 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 2, Time: 11:39:54:253 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 56, Time: 11:39:54:264 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 21, Time: 11:39:54:275 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 13, Time: 11:39:54:288 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 49, Time: 11:39:54:301 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 54, Time: 11:39:54:310 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 7, Time: 11:39:54:322 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 24, Time: 11:39:54:336 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 16, Time: 11:39:54:346 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 46, Time: 11:39:54:357 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 36, Time: 11:39:54:371 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 42, Time: 11:39:54:381 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 33, Time: 11:39:54:390 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 9, Time: 11:39:54:451 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 37, Time: 11:39:54:460 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 60, Time: 11:39:54:472 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 22, Time: 11:39:54:485 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 51, Time: 11:39:54:497 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 48, Time: 11:39:54:507 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 58, Time: 11:39:54:521 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 59, Time: 11:39:54:532 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 29, Time: 11:39:54:542 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 57, Time: 11:39:54:555 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 47, Time: 11:39:54:569 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 52, Time: 11:39:54:617 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 53, Time: 11:39:54:638 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 40, Time: 11:39:54:674 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 61, Time: 11:39:54:687 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 44, Time: 11:39:54:705 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 64, Time: 11:39:54:719 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 55, Time: 11:39:54:734 19/07/2023, sent GRANT message,64,3,0,3
Thread ID: 62, Time: 11:39:54:749 19/07/2023, sent GRANT message,64,3,0,3
